,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,critc_review_ratio,content_rating_0,content_rating_1,content_rating_2,content_rating_3,content_rating_4,country_0,country_1,country_2
38,130.0,0.0,11000.0,44000.0,Oz the Great and Powerful ,175409,73441,4.0,2013.0,15000.0,6.4,60000,19903076.0,1.0273972602739727,0,0,1,0,0,0,0,1
39,142.0,464.0,825.0,15000.0,The Amazing Spider-Man 2 ,321227,28631,2.392235609103079,2014.0,10000.0,6.7,41000,2853933.0,0.4639175257731959,0,0,0,1,0,0,0,1
40,125.0,364.0,1000.0,12000.0,TRON: Legacy ,264183,25550,2.392235609103079,2010.0,10000.0,6.8,30000,2051787.0,0.7052631578947368,0,0,1,0,0,0,0,1
41,106.0,487.0,776.0,1000.0,Cars 2 ,101178,4482,2.392235609103079,2011.0,919.0,6.3,10000,-8549125.0,1.0742049469964665,1,0,0,0,0,0,0,1
42,123.0,258.0,326.0,16000.0,Green Lantern ,223393,17657,2.0,2011.0,368.0,5.6,24000,-83406809.0,0.7927272727272727,0,0,0,1,0,0,0,1
43,103.0,125.0,721.0,15000.0,Toy Story 3 ,544884,19085,3.0,2010.0,1000.0,8.3,30000,214984497.0,0.6180081855388813,1,0,0,0,0,0,0,1
44,118.0,368.0,988.0,23000.0,Terminator Salvation ,286095,27468,2.392235609103079,2009.0,3000.0,6.6,0,-74679997.0,0.433264887063655,0,0,0,1,0,0,0,1
45,140.0,0.0,14000.0,26000.0,Furious 7 ,278232,79150,2.392235609103079,2015.0,23000.0,7.2,94000,160034110.0,0.6453576864535768,0,0,0,1,0,0,0,1
46,123.0,395.0,1000.0,17000.0,World War Z ,465019,32392,2.392235609103079,2013.0,11000.0,7.0,129000,12351611.0,0.6572864321608041,0,0,0,1,0,0,0,1
47,149.0,0.0,20000.0,34000.0,X-Men: Days of Future Past ,514125,91434,7.0,2014.0,22000.0,8.0,82000,33914986.0,0.7167553191489362,0,0,0,1,0,0,0,1
48,132.0,14000.0,928.0,19000.0,Star Trek Into Darkness ,395573,21411,2.392235609103079,2013.0,981.0,7.8,92000,38756232.0,0.5038428693424424,0,0,0,1,0,0,0,1
49,114.0,0.0,140.0,979.0,Jack the Giant Slayer ,106416,1766,1.0,2013.0,557.0,6.3,22000,-129828140.0,1.648780487804878,0,0,0,1,0,0,0,1
50,143.0,1000.0,77.0,29000.0,The Great Gatsby ,362912,29770,4.0,2013.0,509.0,7.3,115000,39812796.0,0.650730411686587,0,0,0,1,0,1,0,0
51,116.0,179.0,236.0,15000.0,Prince of Persia: The Sands of Time ,222403,16149,2.0,2010.0,567.0,6.6,23000,-109244357.0,0.6754966887417219,0,0,0,1,0,0,0,1
52,131.0,0.0,919.0,16000.0,Pacific Rim ,381148,19166,2.392235609103079,2013.0,968.0,7.0,83000,-88214518.0,0.5198915009041591,0,0,0,1,0,0,0,1
53,154.0,0.0,581.0,894.0,Transformers: Dark of the Moon ,326180,2593,2.0,2011.0,829.0,6.3,46000,157358779.0,0.4760845383759733,0,0,0,1,0,0,0,1
54,122.0,14000.0,1000.0,11000.0,Indiana Jones and the Kingdom of the Crystal Skull ,333847,14959,2.0,2008.0,1000.0,6.2,5000,132011114.0,0.22882181110029212,0,0,0,1,0,0,0,1
56,93.0,56.0,838.0,2000.0,Brave ,273556,5005,2.392235609103079,2012.0,1000.0,7.2,39000,52282182.0,1.1401869158878504,0,0,1,0,0,0,0,1
57,122.0,681.0,105.0,998.0,Star Trek Beyond ,53607,1327,4.0,2016.0,119.0,7.5,30000,-54531374.0,0.7453703703703703,0,0,0,1,0,0,0,1
58,98.0,475.0,522.0,1000.0,WALL·E ,718837,2975,2.392235609103079,2008.0,729.0,8.4,16000,43806889.0,0.40364333652924256,1,0,0,0,0,0,0,1
59,91.0,420.0,173.0,268.0,Rush Hour 3 ,121084,1125,2.0,2007.0,268.0,6.2,0,80850.0,0.7330316742081447,0,0,0,1,0,0,0,1
60,158.0,776.0,310.0,1000.0,2012 ,283418,2144,2.392235609103079,2009.0,468.0,5.8,13000,-33887833.0,0.34786729857819904,0,0,0,1,0,0,0,1
61,96.0,0.0,10000.0,18000.0,A Christmas Carol ,72809,48878,2.392235609103079,2009.0,14000.0,6.8,0,-62149904.0,0.963855421686747,0,0,1,0,0,0,0,1
62,127.0,0.0,13000.0,17000.0,Jupiter Ascending ,139593,47334,1.0,2015.0,15000.0,5.4,44000,-128624673.0,0.5333333333333333,0,0,0,1,0,0,0,1
63,110.0,282.0,103.0,11000.0,The Legend of Tarzan ,42372,21175,2.0,2016.0,10000.0,6.6,29000,-55948241.0,1.0376569037656904,0,0,0,1,0,0,0,1
64,150.0,80.0,82.0,1000.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,1317,5.0,2005.0,190.0,6.9,0,111709845.0,0.19412166780587833,0,0,1,0,0,0,0,1
65,144.0,0.0,1000.0,34000.0,X-Men: Apocalypse ,148379,49684,6.0,2016.0,13000.0,7.3,54000,-23014913.0,0.6366559485530546,0,0,0,1,0,0,0,1
66,152.0,22000.0,11000.0,23000.0,The Dark Knight ,1676169,57802,2.392235609103079,2008.0,13000.0,9.0,37000,348316061.0,0.13820441397043068,0,0,0,1,0,0,0,1
67,96.0,0.0,262.0,1000.0,Up ,665575,2635,1.0,2009.0,848.0,8.3,27000,117979556.0,0.5795454545454546,0,0,1,0,0,0,0,1
68,94.0,11.0,459.0,1000.0,Monsters vs. Aliens ,114553,2579,2.0,2009.0,973.0,6.5,0,23332128.0,1.1711229946524064,0,0,1,0,0,0,0,1
69,126.0,4000.0,4000.0,21000.0,Iron Man ,696338,39252,3.0,2008.0,12000.0,7.9,10000,178298180.0,0.4606635071090047,0,0,0,1,0,0,0,1
70,126.0,17000.0,1000.0,17000.0,Hugo ,245333,36017,2.392235609103079,2011.0,16000.0,7.5,42000,-96179906.0,1.0058997050147493,0,0,1,0,0,0,0,1
71,106.0,188.0,582.0,10000.0,Wild Wild West ,129601,15870,2.0,1999.0,4000.0,4.8,0,-56254592.0,0.13117283950617284,0,0,0,1,0,0,0,1
72,112.0,357.0,595.0,5000.0,The Mummy: Tomb of the Dragon Emperor ,117927,9131,2.0,2008.0,3000.0,5.2,0,-42823835.0,0.5269461077844312,0,0,0,1,0,0,0,1
73,123.0,452.0,329.0,10000.0,Suicide Squad ,118992,11287,8.0,2016.0,336.0,6.9,80000,-13912817.0,0.43048403707518024,0,0,0,1,0,0,0,1
74,96.0,293.0,7000.0,87000.0,Evan Almighty ,115099,108016,2.392235609103079,2007.0,11000.0,5.4,2000,-74710310.0,0.7237354085603113,0,0,1,0,0,0,0,1
75,113.0,218.0,509.0,10000.0,Edge of Tomorrow ,431620,12652,1.0,2014.0,854.0,7.9,77000,-77810499.0,0.7894736842105263,0,0,0,1,0,0,0,1
76,176.0,58.0,60.0,711.0,Waterworld ,144337,1004,2.392235609103079,1995.0,60.0,6.1,0,-86753780.0,0.29449838187702265,0,0,0,1,0,0,0,1
77,118.0,208.0,570.0,23000.0,G.I. Joe: The Rise of Cobra ,174578,26683,4.0,2009.0,2000.0,5.8,0,-24832370.0,0.4681647940074906,0,0,0,1,0,0,0,1
78,95.0,0.0,384.0,1000.0,Inside Out ,345198,2944,1.0,2015.0,767.0,8.3,118000,181454367.0,0.6934023285899095,0,0,1,0,0,0,0,1
79,106.0,4000.0,591.0,19000.0,The Jungle Book ,106072,32921,2.392235609103079,2016.0,13000.0,7.8,65000,187645141.0,0.9296482412060302,0,0,1,0,0,0,1,0
80,124.0,4000.0,4000.0,21000.0,Iron Man 2 ,522371,48638,4.0,2010.0,19000.0,7.0,18000,112057433.0,0.6265560165975104,0,0,0,1,0,0,0,1
81,132.0,274.0,11000.0,26000.0,Snow White and the Huntsman ,228554,72881,2.392235609103079,2012.0,17000.0,6.1,53000,-14888185.0,0.5859154929577465,0,0,0,1,0,0,0,1
82,97.0,171.0,846.0,11000.0,Maleficent ,252257,15516,2.0,2014.0,2000.0,7.0,89000,61407328.0,0.6324921135646687,0,0,1,0,0,0,0,1
83,130.0,198.0,884.0,10000.0,Dawn of the Planet of the Apes ,317542,14363,2.392235609103079,2014.0,2000.0,7.6,45000,38543795.0,0.8403225806451613,0,0,0,1,0,0,0,1
85,128.0,47.0,982.0,18000.0,47 Ronin ,116994,20965,2.0,2013.0,1000.0,6.3,35000,-136702695.0,0.6728395061728395,0,0,0,1,0,0,0,1
86,136.0,94.0,2000.0,19000.0,Captain America: The Winter Soldier ,496749,36188,1.0,2014.0,11000.0,7.8,55000,89746958.0,0.7762803234501348,0,0,0,1,0,0,0,1
87,93.0,31.0,213.0,4000.0,Shrek Forever After ,138661,4628,2.0,2010.0,225.0,6.4,0,73371987.0,1.30635838150289,0,0,1,0,0,0,0,1
88,130.0,663.0,604.0,2000.0,Tomorrowland ,128306,5046,2.0,2015.0,638.0,6.5,37000,-96582135.0,0.8913480885311871,0,0,1,0,0,0,0,1
89,102.0,38.0,562.0,756.0,Big Hero 6 ,279093,2963,2.392235609103079,2014.0,719.0,7.9,41000,57487711.0,0.8868360277136259,0,0,1,0,0,0,0,1
90,101.0,66.0,833.0,975.0,Wreck-It Ralph ,272534,4451,1.0,2012.0,931.0,7.8,40000,24412677.0,1.0927536231884059,0,0,1,0,0,0,0,1
91,100.0,0.0,267.0,15000.0,The Polar Express ,120798,16264,2.392235609103079,2004.0,726.0,6.6,10000,-164334574.0,0.42342342342342343,1,0,0,0,0,0,0,1
92,120.0,776.0,535.0,890.0,Independence Day: Resurgence ,58137,3233,2.392235609103079,2016.0,812.0,5.5,67000,-62684455.0,0.55,0,0,0,1,0,0,0,1
93,98.0,255.0,759.0,18000.0,How to Train Your Dragon ,485430,20453,2.392235609103079,2010.0,953.0,8.2,33000,52387997.0,0.5853658536585366,0,0,1,0,0,0,0,1
94,109.0,84.0,191.0,648.0,Terminator 3: Rise of the Machines ,305340,1769,2.392235609103079,2003.0,284.0,6.4,0,-49649808.0,0.16706443914081145,0,0,0,0,1,0,0,1
95,121.0,571.0,3000.0,14000.0,Guardians of the Galaxy ,682155,32438,3.0,2014.0,14000.0,8.1,96000,163130696.0,0.5952597994530537,0,0,0,1,0,0,0,1
96,169.0,22000.0,6000.0,11000.0,Interstellar ,928227,31488,1.0,2014.0,11000.0,8.6,349000,22991439.0,0.2612844036697248,0,0,0,1,0,0,0,1
97,148.0,22000.0,23000.0,29000.0,Inception ,1468200,81115,2.392235609103079,2010.0,27000.0,8.8,175000,132568851.0,0.22904031394934,0,0,0,1,0,0,0,1
99,182.0,0.0,773.0,5000.0,The Hobbit: An Unexpected Journey ,637246,9152,2.392235609103079,2012.0,972.0,7.9,166000,123001229.0,0.4718361375274323,0,0,0,1,0,0,0,1
100,106.0,357.0,4000.0,23000.0,The Fast and the Furious ,272223,45327,2.0,2001.0,14000.0,6.7,14000,106512310.0,0.18927125506072875,0,0,0,1,0,0,0,1
101,166.0,21000.0,919.0,11000.0,The Curious Case of Benjamin Button ,459346,13333,2.0,2008.0,1000.0,7.8,23000,-22509198.0,0.44038929440389296,0,0,0,1,0,0,0,1
102,132.0,905.0,1000.0,34000.0,X-Men: First Class ,518537,50983,3.0,2011.0,13000.0,7.8,54000,-13594629.0,0.7163323782234957,0,0,0,1,0,0,0,1
103,137.0,508.0,14000.0,34000.0,The Hunger Games: Mockingjay - Part 2 ,166137,81385,1.0,2015.0,22000.0,6.6,38000,121666058.0,1.0156657963446476,0,0,0,1,0,0,0,1
104,109.0,226.0,370.0,12000.0,The Sorcerer's Apprentice ,124185,13388,2.392235609103079,2010.0,418.0,6.1,11000,-86856188.0,0.9873949579831933,0,0,1,0,0,0,0,1
105,98.0,249.0,702.0,87000.0,Poseidon ,82380,92456,2.392235609103079,2006.0,2000.0,5.6,0,-99344497.0,0.3672496025437202,0,0,0,1,0,0,0,1
106,113.0,33.0,11000.0,40000.0,Alice Through the Looking Glass ,21352,80806,1.0,2016.0,25000.0,6.4,30000,-93153376.0,1.6641221374045803,0,0,1,0,0,0,0,1
107,93.0,50.0,692.0,3000.0,Shrek the Third ,211971,4705,2.0,2007.0,795.0,6.1,0,160706665.0,0.696319018404908,0,0,1,0,0,0,0,1
108,123.0,0.0,648.0,3000.0,Warcraft ,111609,5505,2.392235609103079,2016.0,716.0,7.3,89000,-113021005.0,0.352112676056338,0,0,0,1,0,0,0,1
109,126.0,230.0,2000.0,24000.0,Terminator Genisys ,188457,38873,2.0,2015.0,10000.0,6.6,82000,-65267965.0,0.5467128027681661,0,0,0,1,0,0,0,1
110,113.0,150.0,59.0,531.0,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,764,4.0,2010.0,82.0,6.3,11000,-50616376.0,1.0044052863436124,0,0,1,0,0,0,0,1
111,184.0,0.0,691.0,3000.0,Pearl Harbor ,254111,5401,2.392235609103079,2001.0,961.0,6.1,0,58539855.0,0.09554777388694347,0,0,0,1,0,0,0,1
112,144.0,0.0,581.0,662.0,Transformers ,513158,2333,2.392235609103079,2007.0,599.0,7.1,8000,168759914.0,0.2222222222222222,0,0,0,1,0,0,0,1
113,206.0,0.0,591.0,12000.0,Alexander ,138863,24598,3.0,2004.0,11000.0,5.5,0,-120706229.0,0.17841726618705037,0,0,0,0,1,1,0,0
114,138.0,282.0,687.0,21000.0,Harry Potter and the Order of the Phoenix ,355137,33433,3.0,2007.0,11000.0,7.5,0,142000866.0,0.29693140794223827,0,0,0,1,0,0,1,0
115,157.0,179.0,10000.0,21000.0,Harry Potter and the Goblet of Fire ,385670,53413,1.0,2005.0,11000.0,7.6,0,139994397.0,0.15559071729957805,0,0,0,1,0,0,1,0
116,102.0,532.0,979.0,10000.0,Hancock ,343648,21584,2.392235609103079,2008.0,9000.0,6.4,0,77946274.0,0.5389830508474577,0,0,0,1,0,0,0,1
117,104.0,508.0,558.0,10000.0,I Am Legend ,530870,13076,2.392235609103079,2007.0,1000.0,7.2,11000,106386216.0,0.22859164897381457,0,0,0,1,0,0,0,1
118,115.0,13000.0,588.0,40000.0,Charlie and the Chocolate Factory ,320284,57844,3.0,2005.0,16000.0,6.7,0,56456431.0,0.20279206465833946,0,0,1,0,0,0,0,1
119,111.0,663.0,954.0,1000.0,Ratatouille ,473887,4764,2.392235609103079,2007.0,1000.0,8.0,10000,56435493.0,0.5079872204472844,1,0,0,0,0,0,0,1
120,128.0,22000.0,11000.0,23000.0,Batman Begins ,980946,59558,2.392235609103079,2005.0,14000.0,8.3,15000,55343774.0,0.17802607076350094,0,0,0,1,0,0,0,1
121,89.0,35.0,436.0,1000.0,Madagascar: Escape 2 Africa ,146019,3285,2.392235609103079,2008.0,851.0,6.7,0,29982968.0,1.403361344537815,0,0,1,0,0,0,0,1
122,105.0,189.0,1000.0,49000.0,Night at the Museum: Battle of the Smithsonian ,130272,54039,2.0,2009.0,3000.0,5.9,2000,27243721.0,0.8851674641148325,0,0,1,0,0,0,0,1
123,119.0,151.0,2000.0,20000.0,X-Men Origins: Wolverine ,361924,40054,2.392235609103079,2009.0,16000.0,6.7,0,29883016.0,0.5460218408736349,0,0,0,1,0,0,0,1
124,129.0,0.0,233.0,309.0,The Matrix Revolutions ,364948,1062,2.392235609103079,2003.0,269.0,6.7,0,-10740241.0,0.11551155115511551,0,0,0,0,1,1,0,0
125,102.0,69.0,490.0,1000.0,Frozen ,421658,2582,2.392235609103079,2013.0,523.0,7.6,58000,250736600.0,0.4491150442477876,0,0,1,0,0,0,0,1
126,138.0,0.0,30.0,234.0,The Matrix Reloaded ,421818,534,2.392235609103079,2003.0,198.0,7.2,0,131492479.0,0.09860164933667981,0,0,0,0,1,0,0,1
127,112.0,230.0,12000.0,26000.0,Thor: The Dark World ,414070,59803,3.0,2013.0,20000.0,7.1,63000,36360018.0,0.9135338345864662,0,0,0,1,0,0,0,1
128,120.0,750.0,943.0,27000.0,Mad Max: Fury Road ,552503,40025,2.392235609103079,2015.0,9000.0,8.1,191000,3629485.0,0.46536523929471035,0,0,0,0,1,1,0,0
129,146.0,2000.0,294.0,15000.0,Angels & Demons ,207839,16948,2.0,2009.0,745.0,6.7,0,-16624154.0,0.6850574712643678,0,0,0,1,0,0,0,1
130,115.0,0.0,12000.0,26000.0,Thor ,536314,60059,1.0,2011.0,20000.0,7.0,63000,31015141.0,0.6991869918699187,0,0,0,1,0,0,0,1
131,96.0,59.0,699.0,17000.0,Bolt ,146766,20007,2.392235609103079,2008.0,759.0,6.9,0,-35946421.0,1.2640449438202248,0,0,1,0,0,0,0,1
132,88.0,12.0,182.0,730.0,G-Force ,33042,2217,2.392235609103079,2009.0,607.0,5.1,0,-30579748.0,1.6111111111111112,0,0,1,0,0,0,0,1
133,99.0,473.0,502.0,14000.0,Wrath of the Titans ,152826,16184,2.392235609103079,2012.0,897.0,5.8,19000,-66359574.0,1.225296442687747,0,0,0,1,0,0,0,1
134,113.0,13000.0,16000.0,40000.0,Dark Shadows ,199039,80849,7.0,2012.0,17000.0,6.2,82000,-20288322.0,1.0981210855949897,0,0,0,1,0,0,0,1
135,131.0,188.0,641.0,10000.0,Mission: Impossible - Rogue Nation ,232187,21840,2.392235609103079,2015.0,10000.0,7.4,47000,45000874.0,1.0568181818181819,0,0,0,1,0,1,0,0
136,119.0,394.0,162.0,12000.0,The Wolfman ,89442,13071,2.392235609103079,2010.0,490.0,5.8,0,-88062505.0,0.8263888888888888,0,0,0,0,1,0,0,1
138,91.0,58.0,826.0,2000.0,Bee Movie ,105902,6576,2.392235609103079,2007.0,852.0,6.2,0,-23402879.0,0.941747572815534,0,0,1,0,0,0,0,1
139,90.0,90.0,15.0,11000.0,Kung Fu Panda 2 ,182718,21015,2.392235609103079,2011.0,10000.0,7.3,20000,15230261.0,1.3588516746411483,0,0,1,0,0,0,0,1
140,103.0,0.0,346.0,1000.0,The Last Airbender ,118951,2857,2.392235609103079,2010.0,756.0,4.2,18000,-18435269.0,0.20260492040520983,0,0,1,0,0,0,0,1
141,124.0,14000.0,979.0,22000.0,Mission: Impossible III ,256695,34817,2.392235609103079,2006.0,10000.0,6.9,0,-16617691.0,0.3559127439724455,0,0,0,1,0,0,0,1
142,131.0,776.0,256.0,17000.0,White House Down ,164238,18204,2.0,2013.0,551.0,6.4,33000,-76896216.0,0.7811059907834101,0,0,0,1,0,0,0,1
143,88.0,25.0,433.0,921.0,Mars Needs Moms ,17590,2652,2.392235609103079,2011.0,562.0,5.4,0,-128620685.0,1.1785714285714286,0,0,1,0,0,0,0,1
144,85.0,42.0,586.0,20000.0,Flushed Away ,85086,35161,2.392235609103079,2006.0,14000.0,6.7,0,-84540684.0,1.1065573770491803,0,0,1,0,0,0,1,0
145,111.0,456.0,394.0,20000.0,Pan ,39956,21393,4.0,2015.0,548.0,5.8,24000,-115035182.0,1.3763440860215055,0,0,1,0,0,0,0,1
146,92.0,50.0,517.0,3000.0,Mr. Peabody & Sherman ,47900,5810,2.0,2014.0,1000.0,6.9,11000,-33494358.0,1.5076923076923077,0,0,1,0,0,0,0,1
147,196.0,249.0,844.0,11000.0,Troy ,381672,17944,2.0,2004.0,5000.0,7.2,0,-41771652.0,0.12987012987012986,0,0,0,0,1,0,0,1
148,93.0,35.0,436.0,851.0,Madagascar 3: Europe's Most Wanted ,119213,2444,2.392235609103079,2012.0,770.0,6.9,17000,71366733.0,1.37012987012987,0,0,1,0,0,0,0,1
149,133.0,93.0,746.0,769.0,Die Another Day ,169914,2538,2.392235609103079,2002.0,766.0,6.1,0,18201106.0,0.22278481012658227,0,0,0,1,0,0,1,0
150,116.0,176.0,322.0,783.0,Ghostbusters ,69757,2097,4.0,2016.0,370.0,5.5,62000,-25900341.0,0.3831544178364988,0,0,0,1,0,0,0,1
151,153.0,0.0,537.0,13000.0,Armageddon ,322395,26029,2.392235609103079,1998.0,12000.0,6.6,11000,61573391.0,0.1426131511528608,0,0,0,1,0,0,0,1
152,88.0,188.0,826.0,10000.0,Men in Black II ,270207,14823,2.0,2002.0,3000.0,6.1,2000,50418803.0,0.3432343234323432,0,0,0,1,0,0,0,1
153,115.0,0.0,964.0,18000.0,Beowulf ,142440,31523,1.0,2007.0,12000.0,6.3,3000,-67838031.0,0.5683168316831683,0,0,0,1,0,0,0,1
154,95.0,5.0,967.0,24000.0,Kung Fu Panda 3 ,64322,36095,2.392235609103079,2016.0,11000.0,7.2,24000,-1476537.0,1.4482758620689655,0,0,1,0,0,0,0,1
155,133.0,663.0,690.0,10000.0,Mission: Impossible - Ghost Protocol ,365104,21768,3.0,2011.0,10000.0,7.4,35000,64364921.0,0.84375,0,0,0,1,0,0,0,1
